customer_id,age,gender,tenure_months,monthly_spend,num_support_tickets,payment_delay_days,last_login_days_ago,num_products_purchased,satisfaction_score,contract_type,uses_mobile_app,churned
CUST-0336,48,Female,48,21.78,12,19,39,9,4.4,Two-Year,0,0
CUST-0337,32,Male,39,341.36,7,20,34,24,2.7,Two-Year,0,1
CUST-0338,31,Female,63,269.43,5,3,65,6,1.3,Two-Year,1,1
CUST-0339,72,Non-Binary,4,73.2,3,3,31,2,2.8,Annual,0,1
CUST-0340,70,Female,65,147.98,1,43,3,8,2.5,Two-Year,1,1
CUST-0341,48,Non-Binary,71,132.17,2,16,88,3,2.1,Annual,0,1
CUST-0342,54,Male,29,231.87,10,13,34,21,2.6,Month-to-Month,0,1
CUST-0343,26,Non-Binary,23,216.38,0,14,32,20,4.2,Annual,1,0
CUST-0344,42,Female,59,99.42,7,19,86,17,4.3,Annual,0,1
CUST-0345,60,Female,72,231.86,9,18,38,22,1.4,Month-to-Month,1,0
CUST-0346,58,Female,36,102.48,11,41,38,7,1.6,Month-to-Month,0,1
CUST-0347,69,Non-Binary,52,236.28,10,8,3,21,3.0,Annual,1,0
CUST-0348,43,Female,5,210.31,9,12,43,24,3.9,Two-Year,1,0
CUST-0349,60,Female,65,115.57,2,42,71,6,2.2,Annual,0,0
CUST-0350,64,Non-Binary,24,332.22,5,41,11,8,2.4,Two-Year,1,1
CUST-0351,39,Female,34,211.17,7,7,60,2,4.5,Two-Year,0,0
CUST-0352,30,Non-Binary,16,305.61,6,33,38,14,1.2,Month-to-Month,0,0
CUST-0353,39,Female,59,62.98,11,11,10,16,2.3,Month-to-Month,1,0
CUST-0354,18,Female,36,85.14,12,10,73,25,1.6,Month-to-Month,0,1
CUST-0355,58,Female,52,158.72,7,24,0,2,3.1,Two-Year,1,0
CUST-0356,38,Non-Binary,25,21.0,0,40,31,8,3.8,Annual,1,1
CUST-0357,42,Non-Binary,40,70.95,0,19,37,15,3.9,Two-Year,1,0
CUST-0358,61,Male,44,348.71,7,22,24,6,4.8,Annual,0,0
CUST-0359,64,Male,28,260.92,9,32,21,4,2.5,Two-Year,0,1
CUST-0360,58,Female,69,223.75,9,3,84,4,3.6,Month-to-Month,0,0
CUST-0361,44,Female,49,56.4,4,30,89,5,1.8,Two-Year,0,1
CUST-0362,60,Male,67,105.44,9,44,17,14,4.3,Month-to-Month,0,0
CUST-0363,68,Male,64,81.55,3,16,66,7,2.4,Annual,1,1
CUST-0364,53,Female,27,245.55,7,21,30,1,1.1,Month-to-Month,0,1
CUST-0365,60,Female,20,333.06,12,32,9,24,3.9,Annual,0,0
CUST-0366,36,Female,60,31.78,2,2,37,12,4.2,Annual,1,0
CUST-0367,24,Male,2,300.42,10,41,21,11,2.4,Annual,1,0
CUST-0368,23,Female,44,76.26,6,25,58,9,4.3,Two-Year,1,0
CUST-0369,59,Male,15,59.39,11,3,20,4,2.7,Two-Year,1,0
CUST-0370,61,Female,24,219.79,12,22,78,1,4.5,Two-Year,0,0
CUST-0371,49,Male,53,162.63,1,16,83,11,1.0,Two-Year,0,0
CUST-0372,60,Female,67,190.24,11,39,12,14,3.6,Month-to-Month,1,0
CUST-0373,61,Non-Binary,50,64.8,8,39,6,1,3.6,Month-to-Month,1,0
CUST-0374,28,Male,63,122.41,5,17,6,17,1.9,Two-Year,1,1
CUST-0375,33,Male,59,163.8,9,28,11,16,2.8,Month-to-Month,1,0
CUST-0376,19,Male,52,153.13,8,35,0,3,4.2,Two-Year,1,0
CUST-0377,53,Male,59,333.37,5,3,28,15,2.3,Two-Year,1,0
CUST-0378,41,Non-Binary,58,53.2,12,42,28,1,2.4,Two-Year,1,1
CUST-0379,41,Non-Binary,14,30.34,2,31,17,23,4.0,Annual,0,0
CUST-0380,30,Male,16,326.62,6,13,58,7,3.9,Month-to-Month,1,1
CUST-0381,58,Non-Binary,16,273.67,7,29,84,19,4.8,Month-to-Month,1,1
CUST-0382,65,Male,71,328.33,9,30,65,25,4.7,Month-to-Month,0,0
CUST-0383,26,Male,50,235.27,9,20,64,13,2.7,Two-Year,0,1
CUST-0384,39,Female,58,284.61,2,26,77,23,4.5,Two-Year,1,0
CUST-0385,53,Female,71,226.92,3,13,79,23,2.2,Annual,0,0
CUST-0386,59,Male,65,196.73,10,20,90,4,4.0,Two-Year,1,0
CUST-0387,60,Non-Binary,54,240.87,8,18,54,1,3.1,Month-to-Month,1,1
CUST-0388,60,Male,26,104.44,12,10,36,22,2.0,Month-to-Month,1,1
CUST-0389,52,Male,46,287.7,1,39,86,24,3.2,Month-to-Month,1,1
CUST-0390,68,Non-Binary,37,247.13,0,24,49,14,4.8,Two-Year,1,0
CUST-0391,21,Male,33,83.03,12,28,28,21,3.8,Two-Year,1,0
CUST-0392,52,Non-Binary,26,275.01,3,18,57,6,4.9,Month-to-Month,0,0
CUST-0393,65,Non-Binary,16,141.36,6,17,71,9,1.5,Two-Year,1,1
CUST-0394,47,Non-Binary,20,28.38,5,38,6,25,4.7,Two-Year,1,0
CUST-0395,54,Non-Binary,46,39.42,11,20,67,8,4.8,Two-Year,0,0
CUST-0396,28,Female,70,194.91,1,22,28,7,3.7,Annual,1,0
CUST-0397,66,Non-Binary,68,174.08,8,41,1,4,3.7,Annual,0,0
CUST-0398,57,Non-Binary,32,336.23,10,20,48,4,2.5,Two-Year,1,1
CUST-0399,51,Female,66,283.94,7,31,5,10,4.6,Month-to-Month,1,0
CUST-0400,24,Male,69,193.62,10,4,26,22,3.5,Month-to-Month,1,0
CUST-0401,31,Non-Binary,56,231.6,1,43,19,1,2.8,Annual,0,1
CUST-0402,21,Male,33,201.96,9,14,33,14,2.6,Two-Year,1,1
CUST-0403,19,Female,16,194.17,10,39,8,25,4.0,Month-to-Month,0,1
CUST-0404,50,Male,38,278.61,4,38,11,10,4.1,Annual,1,0
CUST-0405,60,Male,61,67.37,3,8,50,18,2.2,Two-Year,0,1
CUST-0406,68,Non-Binary,48,335.73,0,35,71,5,1.5,Month-to-Month,1,1
CUST-0407,23,Female,27,265.68,11,22,27,14,4.6,Two-Year,0,0
CUST-0408,32,Non-Binary,33,80.1,2,42,72,2,4.4,Two-Year,1,0
CUST-0409,22,Female,9,98.98,3,37,62,11,2.4,Two-Year,0,1
CUST-0410,57,Male,25,121.46,7,21,78,22,2.2,Two-Year,0,1
CUST-0411,41,Female,55,71.49,5,15,28,23,4.0,Annual,1,0
CUST-0412,26,Non-Binary,43,309.09,7,28,45,25,2.2,Two-Year,0,1
CUST-0413,56,Male,36,302.67,2,34,25,9,3.9,Two-Year,0,0
CUST-0414,19,Non-Binary,4,287.24,9,25,75,7,4.6,Two-Year,1,0
CUST-0415,52,Female,20,137.55,3,37,37,5,2.9,Two-Year,0,1
CUST-0416,50,Male,31,299.07,12,39,87,6,4.0,Month-to-Month,1,1
CUST-0417,54,Non-Binary,19,261.53,7,22,5,8,4.0,Month-to-Month,0,1
CUST-0418,32,Male,27,188.49,12,23,49,16,4.7,Month-to-Month,0,0
CUST-0419,38,Male,67,227.24,4,16,74,18,3.3,Annual,1,0
CUST-0420,59,Male,67,99.28,3,33,51,12,4.3,Annual,1,0
CUST-0421,56,Male,65,310.48,7,10,29,3,3.1,Annual,0,1
CUST-0422,28,Female,16,236.47,6,21,14,16,3.7,Annual,0,0
CUST-0423,59,Female,3,96.63,2,36,75,6,1.5,Two-Year,0,1
CUST-0424,27,Male,22,101.52,2,33,51,20,4.9,Two-Year,0,0
CUST-0425,64,Non-Binary,37,332.33,3,28,77,16,4.5,Month-to-Month,0,0
CUST-0426,56,Male,24,223.78,8,16,21,24,3.7,Annual,0,1
CUST-0427,42,Male,14,20.55,8,32,87,14,4.3,Two-Year,0,1
CUST-0428,57,Non-Binary,5,309.05,8,32,15,3,2.9,Month-to-Month,0,0
CUST-0429,67,Non-Binary,56,189.88,5,2,89,17,2.7,Annual,1,1
CUST-0430,69,Non-Binary,13,157.54,4,30,29,3,2.1,Two-Year,1,1
CUST-0431,18,Non-Binary,1,208.63,1,33,0,13,3.6,Two-Year,1,0
CUST-0432,24,Male,55,233.28,4,16,68,14,3.3,Two-Year,1,0
CUST-0433,43,Male,53,199.96,8,30,22,12,3.2,Annual,1,0
CUST-0434,54,Female,51,261.49,10,7,29,15,4.1,Month-to-Month,0,1
CUST-0435,43,Female,71,220.7,10,45,6,6,2.6,Two-Year,0,0
CUST-0436,70,Male,61,325.16,6,5,8,9,1.9,Month-to-Month,0,0
CUST-0437,43,Non-Binary,67,110.97,9,3,22,21,3.0,Month-to-Month,0,0
CUST-0438,69,Non-Binary,37,80.24,12,38,65,17,3.8,Two-Year,0,0
CUST-0439,41,Male,1,341.84,1,17,51,12,3.7,Annual,0,0
CUST-0440,65,Non-Binary,9,322.92,8,18,71,19,2.4,Annual,0,1
CUST-0441,30,Female,52,207.59,4,11,52,17,1.4,Month-to-Month,1,1
CUST-0442,25,Non-Binary,33,308.5,12,36,32,23,2.8,Annual,1,0
CUST-0443,66,Female,59,243.33,9,1,61,4,2.0,Annual,0,1
CUST-0444,32,Female,53,335.07,8,34,1,23,4.3,Month-to-Month,1,0
CUST-0445,61,Non-Binary,44,40.47,2,30,40,12,1.9,Two-Year,1,1
CUST-0446,65,Non-Binary,25,182.16,3,15,30,9,1.8,Month-to-Month,0,0
CUST-0447,40,Male,14,55.16,1,43,84,16,3.5,Two-Year,0,0
CUST-0448,41,Non-Binary,41,179.93,9,17,62,6,4.9,Two-Year,1,0
CUST-0449,66,Non-Binary,17,33.14,12,27,61,18,1.1,Annual,1,1
CUST-0450,67,Male,59,342.13,11,33,58,11,3.8,Month-to-Month,0,1
CUST-0451,24,Female,47,220.28,4,11,70,9,1.9,Annual,1,1
CUST-0452,49,Female,27,155.4,12,23,46,13,2.1,Month-to-Month,0,0
CUST-0453,61,Male,13,256.47,12,15,71,14,4.4,Month-to-Month,0,0
CUST-0454,65,Male,61,284.9,2,26,63,5,5.0,Two-Year,1,0
CUST-0455,37,Female,72,302.6,0,25,12,23,1.7,Month-to-Month,1,1
CUST-0456,58,Male,58,264.44,4,23,46,18,3.2,Annual,1,1
CUST-0457,25,Female,26,208.25,10,41,68,6,4.9,Annual,1,0
CUST-0458,50,Female,58,313.03,6,39,36,15,3.5,Month-to-Month,0,0
CUST-0459,39,Female,52,299.38,1,5,20,11,1.9,Annual,1,0
CUST-0460,56,Non-Binary,51,105.87,7,23,75,17,4.9,Annual,0,0
CUST-0461,19,Male,31,236.78,11,44,10,7,1.7,Month-to-Month,0,1
CUST-0462,48,Non-Binary,7,23.83,6,33,10,4,2.0,Month-to-Month,0,1
CUST-0463,42,Female,30,97.88,4,28,80,5,1.5,Month-to-Month,0,1
CUST-0464,40,Female,61,171.51,8,17,70,15,1.5,Two-Year,0,1
CUST-0465,47,Non-Binary,56,190.36,10,34,39,12,2.9,Month-to-Month,0,1
CUST-0466,41,Female,34,67.17,0,0,66,25,4.4,Annual,1,0
CUST-0467,18,Non-Binary,63,332.23,7,19,1,25,2.7,Annual,0,0
CUST-0468,53,Female,25,152.93,8,27,50,8,1.7,Two-Year,1,0
CUST-0469,32,Female,11,156.45,3,33,78,23,3.7,Annual,1,0
CUST-0470,72,Male,24,60.77,1,40,58,20,2.8,Two-Year,1,1
CUST-0471,19,Male,7,339.85,0,11,13,10,2.1,Two-Year,1,0
CUST-0472,32,Male,20,19.93,3,21,53,10,4.1,Annual,1,0
CUST-0473,68,Male,43,41.87,12,9,7,9,4.1,Month-to-Month,1,0
CUST-0474,71,Female,49,292.46,1,45,31,13,4.1,Annual,0,0
CUST-0475,20,Male,59,261.33,1,33,85,7,2.9,Two-Year,1,0
CUST-0476,28,Non-Binary,6,264.48,8,33,15,9,2.9,Annual,0,1
CUST-0477,21,Non-Binary,28,341.05,3,40,55,11,1.1,Annual,0,1
CUST-0478,33,Male,6,209.66,11,30,88,20,1.6,Month-to-Month,0,1
CUST-0479,23,Non-Binary,44,326.83,12,40,7,2,2.4,Month-to-Month,0,1
CUST-0480,32,Female,72,279.17,12,22,56,24,1.8,Two-Year,1,1
CUST-0481,26,Female,6,177.58,7,35,37,18,3.8,Month-to-Month,0,0
CUST-0482,38,Non-Binary,60,107.23,9,35,20,3,3.1,Annual,1,0
CUST-0483,52,Female,59,15.24,10,32,48,24,1.7,Month-to-Month,1,1
CUST-0484,33,Female,9,235.53,8,24,24,17,3.7,Two-Year,0,0
CUST-0485,38,Female,42,52.01,8,42,8,2,4.3,Month-to-Month,0,0
CUST-0486,30,Male,63,79.19,0,36,82,13,3.6,Two-Year,1,1
CUST-0487,32,Non-Binary,10,19.38,3,41,62,3,2.9,Two-Year,0,1
CUST-0488,65,Female,48,281.07,0,39,34,17,1.2,Month-to-Month,1,1
CUST-0489,31,Non-Binary,13,48.91,3,34,49,7,1.8,Two-Year,0,1
CUST-0490,29,Non-Binary,72,154.09,1,40,73,12,3.7,Two-Year,1,0
CUST-0491,28,Male,71,149.52,5,42,20,18,5.0,Annual,1,0
CUST-0492,53,Female,48,153.14,10,27,41,20,2.0,Two-Year,0,1
CUST-0493,53,Non-Binary,33,135.6,7,28,50,1,3.9,Annual,0,0
CUST-0494,37,Male,39,344.77,3,20,2,25,4.3,Two-Year,1,0
CUST-0495,50,Non-Binary,20,46.59,7,22,19,5,2.1,Two-Year,0,1
CUST-0496,69,Female,12,206.11,9,13,9,24,2.3,Annual,0,1
CUST-0497,62,Non-Binary,13,214.4,4,2,73,13,1.3,Month-to-Month,1,1
CUST-0498,70,Female,54,326.63,1,14,83,20,4.7,Two-Year,1,0
CUST-0499,51,Male,41,195.88,2,20,64,23,1.9,Month-to-Month,1,0
CUST-0500,66,Non-Binary,65,45.18,6,18,50,5,1.5,Month-to-Month,1,1
CUST-0501,21,Non-Binary,52,102.96,6,32,55,25,3.8,Month-to-Month,1,0
CUST-0502,49,Female,26,202.99,11,33,31,8,1.3,Annual,1,1
CUST-0503,54,Male,15,240.04,6,23,44,7,2.3,Two-Year,0,0
CUST-0504,28,Female,57,223.77,7,2,29,7,3.7,Month-to-Month,0,1
CUST-0505,21,Male,19,306.03,4,0,43,23,4.2,Annual,1,0
CUST-0506,39,Male,69,85.98,8,33,33,18,2.9,Two-Year,0,0
CUST-0507,60,Male,49,210.31,10,33,5,9,1.7,Annual,0,0
CUST-0508,57,Female,7,170.76,0,4,49,22,2.1,Two-Year,1,0
CUST-0509,19,Female,50,92.44,6,32,90,4,4.6,Annual,0,0
CUST-0510,50,Female,72,325.33,0,2,31,17,2.2,Annual,1,0
CUST-0511,19,Female,46,134.05,4,15,64,9,4.2,Two-Year,1,0
CUST-0512,70,Male,72,332.95,3,9,43,13,3.6,Month-to-Month,1,0
CUST-0513,61,Non-Binary,30,154.81,9,9,54,10,4.6,Annual,1,0
CUST-0514,31,Non-Binary,18,209.65,10,12,17,10,3.8,Two-Year,0,0
CUST-0515,67,Male,21,121.36,8,34,15,6,2.3,Month-to-Month,0,1
CUST-0516,44,Female,39,163.41,10,17,19,25,1.8,Month-to-Month,0,1
CUST-0517,57,Non-Binary,35,217.88,9,14,76,8,1.9,Month-to-Month,1,1
CUST-0518,67,Female,18,183.28,9,30,83,12,1.7,Annual,1,1
CUST-0519,28,Male,29,25.8,12,0,34,14,1.9,Two-Year,0,1
CUST-0520,22,Male,57,305.49,7,44,41,15,4.6,Annual,1,0
CUST-0521,56,Non-Binary,49,256.27,6,39,73,20,3.1,Two-Year,0,0
CUST-0522,46,Female,6,309.06,3,33,68,13,4.9,Month-to-Month,1,0
CUST-0523,58,Male,25,112.55,6,19,36,15,1.7,Annual,0,1
CUST-0524,27,Female,58,45.3,8,7,23,25,3.3,Two-Year,0,0
CUST-0525,38,Female,4,74.92,9,45,25,15,1.4,Annual,0,1
CUST-0526,25,Male,15,251.59,10,23,10,17,3.8,Two-Year,0,0
CUST-0527,42,Male,22,320.6,9,42,19,6,4.5,Month-to-Month,0,0
CUST-0528,37,Non-Binary,58,111.74,2,7,16,7,1.0,Annual,0,1
CUST-0529,72,Female,70,285.5,9,31,30,7,3.4,Annual,1,0
CUST-0530,23,Non-Binary,1,96.98,8,17,79,21,3.2,Month-to-Month,0,1
CUST-0531,21,Non-Binary,45,27.3,0,42,73,20,2.2,Month-to-Month,0,1
CUST-0532,29,Male,37,219.72,11,44,76,19,4.1,Month-to-Month,1,0
CUST-0533,41,Male,12,272.45,5,23,48,3,4.0,Two-Year,0,0
CUST-0534,26,Male,36,125.28,6,33,26,23,1.8,Month-to-Month,0,1
CUST-0535,58,Non-Binary,12,177.03,11,38,90,10,2.7,Annual,1,1
CUST-0536,57,Female,17,220.79,7,33,80,16,3.0,Month-to-Month,0,1
CUST-0537,30,Male,16,23.04,10,7,26,20,5.0,Annual,0,0
CUST-0538,53,Non-Binary,28,18.78,3,44,36,9,4.2,Annual,1,0
CUST-0539,38,Male,15,244.75,5,25,72,20,4.8,Month-to-Month,0,0
CUST-0540,39,Non-Binary,62,321.91,12,2,82,5,2.9,Two-Year,1,0
CUST-0541,52,Female,60,277.64,6,3,66,10,3.3,Two-Year,1,0
CUST-0542,19,Male,43,282.84,12,22,8,5,2.1,Month-to-Month,1,0
CUST-0543,58,Non-Binary,22,206.28,6,11,76,4,4.5,Annual,1,0
CUST-0544,35,Female,12,181.51,3,23,57,10,1.9,Annual,0,1
CUST-0545,68,Male,26,320.97,7,32,3,16,4.6,Month-to-Month,0,0
CUST-0546,48,Non-Binary,68,118.97,5,9,12,17,3.7,Month-to-Month,0,0
CUST-0547,47,Female,67,53.81,4,2,87,20,4.5,Annual,1,0
CUST-0548,24,Non-Binary,40,22.53,12,19,81,7,2.3,Month-to-Month,1,1
CUST-0549,38,Female,16,106.34,2,17,14,1,4.8,Two-Year,0,0
CUST-0550,40,Non-Binary,41,105.8,11,18,73,8,1.7,Annual,1,1
CUST-0551,21,Male,4,172.7,10,3,13,13,1.2,Annual,1,1
CUST-0552,56,Non-Binary,58,221.47,4,21,25,23,4.0,Two-Year,0,0
CUST-0553,66,Female,17,46.13,12,44,59,4,2.8,Two-Year,1,1
CUST-0554,32,Male,34,320.81,6,11,89,22,2.3,Annual,1,1
CUST-0555,22,Female,15,132.73,7,10,36,25,2.4,Two-Year,0,1
CUST-0556,43,Non-Binary,14,124.17,10,4,38,18,2.8,Two-Year,1,1
CUST-0557,33,Non-Binary,21,341.25,6,4,43,7,4.3,Two-Year,1,0
CUST-0558,45,Non-Binary,44,197.42,3,11,84,22,1.3,Two-Year,1,1
CUST-0559,56,Female,42,200.95,7,11,39,13,1.3,Month-to-Month,1,1
CUST-0560,59,Non-Binary,8,45.33,2,37,81,1,4.0,Two-Year,0,0
CUST-0561,36,Female,58,80.55,10,20,38,19,4.2,Two-Year,1,0
CUST-0562,45,Non-Binary,45,346.75,9,0,78,17,2.6,Month-to-Month,1,1
CUST-0563,53,Male,1,250.62,5,7,36,1,1.9,Two-Year,1,1
CUST-0564,63,Female,52,142.82,8,13,84,6,2.9,Month-to-Month,1,0
CUST-0565,41,Female,20,111.64,10,8,17,1,1.3,Month-to-Month,0,1
CUST-0566,49,Non-Binary,56,341.62,2,5,17,21,4.2,Annual,1,0
CUST-0567,47,Non-Binary,55,199.94,7,24,45,8,1.7,Two-Year,0,1
CUST-0568,72,Non-Binary,31,253.56,4,26,69,19,2.5,Month-to-Month,1,0
CUST-0569,25,Non-Binary,62,337.18,1,9,67,25,4.1,Annual,0,0
CUST-0570,57,Male,32,173.27,11,42,85,3,3.7,Two-Year,1,0
CUST-0571,39,Non-Binary,2,172.07,8,30,73,24,2.3,Annual,1,1
CUST-0572,20,Non-Binary,39,258.54,9,16,7,21,2.9,Month-to-Month,0,0
CUST-0573,36,Non-Binary,4,111.08,1,8,64,3,4.4,Annual,1,0
CUST-0574,35,Female,33,19.76,1,38,22,19,4.0,Two-Year,1,0
CUST-0575,29,Female,31,177.45,12,33,4,11,4.9,Month-to-Month,0,0
CUST-0576,66,Female,50,94.71,7,40,21,7,3.3,Annual,0,0
CUST-0577,66,Male,7,71.15,6,30,38,16,4.0,Two-Year,0,0
CUST-0578,63,Female,61,102.98,8,27,1,10,4.7,Annual,1,0
CUST-0579,51,Non-Binary,6,47.62,8,40,45,14,3.4,Two-Year,1,1
CUST-0580,35,Male,33,234.2,6,29,86,24,2.0,Two-Year,0,1
CUST-0581,61,Non-Binary,24,119.95,0,43,1,3,1.0,Month-to-Month,0,1
CUST-0582,40,Male,37,99.39,0,1,79,3,1.2,Two-Year,0,0
CUST-0583,58,Male,16,43.94,9,8,48,22,4.1,Two-Year,0,0
CUST-0584,62,Male,33,113.68,10,4,81,15,4.7,Annual,1,0
CUST-0585,60,Female,33,69.26,1,17,7,13,2.6,Month-to-Month,1,0
CUST-0586,34,Male,57,38.25,3,39,50,6,3.6,Month-to-Month,0,0
CUST-0587,45,Male,14,320.72,11,16,13,2,1.3,Two-Year,1,1
CUST-0588,19,Female,20,233.71,0,2,85,13,2.1,Two-Year,1,0
CUST-0589,54,Male,66,252.05,12,31,61,14,2.6,Two-Year,0,1
CUST-0590,18,Female,62,55.6,8,22,42,22,2.2,Month-to-Month,0,1
CUST-0591,72,Female,11,296.8,12,18,82,7,1.7,Month-to-Month,1,1
CUST-0592,37,Non-Binary,50,315.31,10,44,45,16,1.3,Two-Year,1,1
CUST-0593,26,Male,25,23.5,9,15,62,13,1.3,Two-Year,1,1
CUST-0594,71,Female,3,27.41,0,21,5,13,1.5,Two-Year,1,0
CUST-0595,52,Male,30,324.81,0,9,62,21,1.1,Two-Year,0,1
CUST-0596,59,Male,2,72.7,0,19,12,15,3.4,Two-Year,0,0
CUST-0597,24,Male,64,214.32,9,14,8,7,2.7,Two-Year,1,1
CUST-0598,61,Non-Binary,70,61.01,12,13,5,19,1.7,Month-to-Month,0,1
CUST-0599,66,Female,22,248.26,8,10,56,8,4.7,Month-to-Month,0,1
CUST-0600,72,Non-Binary,49,275.52,0,31,10,1,1.0,Month-to-Month,1,1
CUST-0601,69,Female,17,84.06,10,17,66,15,2.6,Month-to-Month,0,1
CUST-0602,63,Female,12,225.11,12,19,44,14,1.0,Month-to-Month,0,1
CUST-0603,51,Male,47,304.01,8,32,28,15,4.1,Two-Year,0,0
CUST-0604,30,Male,20,244.56,7,31,22,6,3.7,Month-to-Month,0,0
CUST-0605,36,Male,56,99.21,9,29,5,4,4.0,Two-Year,0,1
CUST-0606,19,Female,66,53.88,3,28,75,19,2.3,Month-to-Month,1,1
CUST-0607,25,Female,30,47.85,11,26,25,13,4.6,Month-to-Month,1,0
CUST-0608,21,Female,19,87.42,9,29,22,13,2.5,Annual,0,1
CUST-0609,35,Male,43,57.62,11,36,7,9,1.5,Annual,1,1
CUST-0610,66,Female,29,311.95,9,10,81,20,4.6,Two-Year,0,1
CUST-0611,72,Non-Binary,63,303.84,3,37,60,15,2.1,Two-Year,1,0
CUST-0612,33,Male,42,160.47,3,37,19,19,4.6,Annual,0,0
CUST-0613,48,Non-Binary,65,26.26,8,25,61,23,4.3,Annual,1,0
CUST-0614,53,Male,53,333.23,2,22,37,8,3.6,Month-to-Month,0,0
CUST-0615,37,Male,59,302.4,11,37,3,15,2.9,Month-to-Month,1,1
CUST-0616,41,Non-Binary,60,250.81,0,40,9,13,4.6,Annual,0,0
CUST-0617,66,Female,70,207.7,3,43,10,20,4.5,Two-Year,0,0
CUST-0618,61,Female,7,52.17,5,29,79,2,2.5,Month-to-Month,0,1
CUST-0619,67,Male,18,343.72,3,34,14,21,2.9,Two-Year,0,0
CUST-0620,66,Male,42,133.16,4,32,87,14,2.1,Month-to-Month,1,1
CUST-0621,49,Non-Binary,68,292.9,7,45,68,22,4.3,Annual,1,0
CUST-0622,69,Non-Binary,9,78.1,7,5,10,13,4.6,Annual,0,0
CUST-0623,35,Male,19,181.27,3,33,80,1,2.2,Two-Year,0,1
CUST-0624,44,Female,3,112.66,1,1,29,17,3.6,Annual,1,0
CUST-0625,68,Female,63,213.77,11,33,70,15,2.8,Two-Year,0,0
CUST-0626,37,Male,34,90.97,5,18,6,5,2.4,Annual,0,0
CUST-0627,28,Non-Binary,69,110.56,2,45,88,22,4.2,Month-to-Month,0,1
CUST-0628,38,Non-Binary,17,162.7,5,11,26,18,3.8,Two-Year,1,0
CUST-0629,27,Female,58,195.86,2,34,38,4,4.7,Annual,1,0
CUST-0630,47,Female,20,16.44,11,34,64,11,3.6,Annual,1,0
CUST-0631,66,Non-Binary,19,282.86,11,28,43,23,1.4,Annual,0,1
CUST-0632,53,Male,40,23.31,9,14,57,12,1.4,Month-to-Month,0,1
CUST-0633,32,Female,26,22.55,8,28,86,22,4.8,Two-Year,1,0
CUST-0634,38,Non-Binary,66,331.04,10,23,50,5,3.9,Annual,1,0
CUST-0635,18,Female,45,132.7,7,35,11,7,3.9,Annual,1,0
CUST-0636,36,Male,55,259.08,6,8,75,20,1.3,Month-to-Month,1,1
CUST-0637,51,Female,9,327.61,9,24,11,1,2.6,Annual,1,1
CUST-0638,47,Non-Binary,18,81.75,6,18,70,16,1.2,Annual,1,1
CUST-0639,65,Female,29,23.99,0,9,33,10,4.8,Two-Year,1,0
CUST-0640,60,Female,54,75.09,11,41,31,1,1.5,Annual,1,0
CUST-0641,22,Non-Binary,47,209.66,9,27,33,21,3.7,Two-Year,0,0
CUST-0642,64,Non-Binary,3,298.17,2,37,7,5,2.3,Two-Year,0,1
CUST-0643,21,Female,47,155.54,5,3,37,10,3.1,Month-to-Month,0,0
CUST-0644,29,Male,22,197.14,5,43,38,9,3.7,Two-Year,1,1
CUST-0645,55,Female,19,19.32,8,18,47,25,2.9,Annual,0,1
CUST-0646,27,Non-Binary,29,293.58,12,35,78,23,4.3,Two-Year,0,0
CUST-0647,22,Male,17,324.34,7,22,39,23,2.5,Annual,1,1
CUST-0648,37,Male,16,89.49,11,9,88,8,2.2,Month-to-Month,0,0
CUST-0649,45,Non-Binary,15,41.04,12,30,55,2,1.8,Month-to-Month,0,1
CUST-0650,34,Male,9,116.05,0,6,15,20,1.8,Month-to-Month,0,1
CUST-0651,19,Male,19,298.36,4,37,44,12,1.6,Two-Year,0,1
CUST-0652,22,Male,2,192.16,11,12,36,6,4.6,Two-Year,0,0
CUST-0653,24,Male,65,300.18,7,23,89,19,1.7,Two-Year,0,1
CUST-0654,40,Female,55,86.78,3,26,14,25,4.9,Month-to-Month,1,0
CUST-0655,26,Female,47,251.08,8,2,10,11,3.0,Annual,1,0
CUST-0656,65,Female,57,90.67,6,18,54,7,4.4,Annual,1,0
CUST-0657,61,Female,14,147.78,8,42,86,3,1.5,Annual,1,1
CUST-0658,24,Non-Binary,22,36.68,3,21,25,20,4.4,Annual,0,0
CUST-0659,45,Non-Binary,64,108.3,11,37,75,9,4.0,Two-Year,1,0
CUST-0660,60,Non-Binary,52,345.82,8,17,18,25,2.8,Month-to-Month,1,0
CUST-0661,32,Non-Binary,18,24.96,11,3,8,16,3.7,Month-to-Month,1,0
CUST-0662,38,Male,39,223.36,1,4,84,25,3.1,Annual,1,1
CUST-0663,60,Female,63,184.11,8,21,69,18,1.1,Month-to-Month,1,1
CUST-0664,25,Female,58,120.38,6,28,58,2,1.1,Two-Year,1,0
CUST-0665,28,Female,56,60.05,11,24,62,25,1.4,Two-Year,1,1
CUST-0666,61,Non-Binary,61,174.43,2,32,7,13,2.1,Two-Year,1,0
CUST-0667,40,Female,42,35.58,9,2,16,12,2.4,Two-Year,0,0
CUST-0668,58,Female,49,47.61,5,22,52,12,1.2,Month-to-Month,0,1
CUST-0669,37,Non-Binary,11,319.98,1,19,14,11,1.7,Two-Year,1,1
CUST-0670,60,Female,66,316.97,4,1,89,16,3.4,Annual,1,0
CUST-0671,38,Non-Binary,13,285.79,1,44,86,7,2.3,Two-Year,1,1
